Genre,Publisher,Rank,Year,Global Sales,min(1),Name,North America Sales,% Europe,% Japan,% North America,% Other,Europe Sales,Japan Sales,Number of Video Games,Other Sales,Platform
Role-Playing,Nippon Ichi Software,13133,2013,0.05,1,Atelier Rorona: Alchemist of Arland,0,0%,100%,0%,0%,0,0.05,1,0,PSV
Role-Playing,Gust,12247,2013,0.06,1,Atelier Meruru: Alchemist of Arland 3,0,0%,100%,0%,0%,0,0.06,1,0,PSV
Role-Playing,Sega,8469,2013,0.16,1,Phantasy Star Online 2,0,0%,100%,0%,0%,0,0.16,1,0,PSV
Role-Playing,Namco Bandai Games,4360,2013,0.45,1,God Eater 2,0,0%,100%,0%,0%,0,0.45,1,0,PSV
Role-Playing,Xseed Games,7888,2013,0.19,1,Valhalla Knights 3,0.04,5%,63%,21%,5%,0.01,0.12,1,0.01,PSV
Role-Playing,GungHo,8835,2013,0.15,1,Mind Zero,0.08,0%,27%,53%,13%,0,0.04,1,0.02,PSV
Role-Playing,Screenlife,7798,2013,0.19,1,Conception II: Children of the Seven Stars,0.13,0%,21%,68%,11%,0,0.04,1,0.02,PSV
Role-Playing,Nippon Ichi Software,10140,2013,0.11,1,Criminal Girls: Invite Only,0.04,18%,36%,36%,18%,0.02,0.04,1,0.02,PSV
Role-Playing,Compile Heart,8103,2013,0.18,1,Hyperdimension Neptunia,0.09,0%,39%,50%,11%,0,0.07,1,0.02,PSV
Role-Playing,Nippon Ichi Software,7730,2013,0.2,1,Demon Gaze,0.06,15%,40%,30%,10%,0.03,0.08,1,0.02,PSV
Role-Playing,Marvelous Entertainment,6532,2013,0.26,1,Muramasa: The Demon Blade,0.13,0%,38%,50%,12%,0,0.1,1,0.03,PSV
Role-Playing,Nippon Ichi Software,5805,2013,0.31,1,The Legend of Heroes: Trails of Cold Steel,0.08,16%,45%,26%,13%,0.05,0.14,1,0.04,PSV
Role-Playing,Nippon Ichi Software,4987,2013,0.38,1,Dragon's Crown,0.16,13%,32%,42%,13%,0.05,0.12,1,0.05,PSV
Role-Playing,Sony Computer Entertainment,3617,2013,0.56,1,Soul Sacrifice,0.18,16%,39%,32%,11%,0.09,0.22,1,0.06,PSV
Role-Playing,Namco Bandai Games,4314,2013,0.45,1,Tales of Hearts,0.15,29%,20%,33%,18%,0.13,0.09,1,0.08,PSV
Role-Playing,Square Enix,2148,2013,0.97,1,Final Fantasy X / X-2 HD Remaster,0.21,32%,29%,22%,16%,0.31,0.28,1,0.16,PSV
Role-Playing,Sony Computer Entertainment,15396,2014,0.02,1,Invizimals: The Resistance,0,100%,0%,0%,0%,0.02,0,1,0,PSV
Role-Playing,"Experience Inc,",16010,2014,0.01,1,Demon Gaze 2,0,0%,100%,0%,0%,0,0.01,1,0,PSV
Role-Playing,Namco Bandai Games,13979,2014,0.04,1,Super Hero Generation,0,0%,100%,0%,0%,0,0.04,1,0,PSV
Role-Playing,Tecmo Koei,13954,2014,0.04,1,Ar Nosurge: Ode to an Unborn Star,0,0%,100%,0%,0%,0,0.04,1,0,PSV
Role-Playing,Namco Bandai Games,13094,2014,0.05,1,Super Heroine Chronicle,0,0%,100%,0%,0%,0,0.05,1,0,PSV
Role-Playing,Tecmo Koei,13410,2014,0.05,1,Atelier Ayesha: The Alchemist of Dusk,0,0%,100%,0%,0%,0,0.05,1,0,PSV
Role-Playing,Nihon Falcom Corporation,12520,2014,0.06,1,The Legend of Heroes VII: The Trail of Blue,0,0%,100%,0%,0%,0,0.06,1,0,PSV
Role-Playing,Square Enix,12713,2014,0.06,1,Chaos Rings III,0,0%,100%,0%,0%,0,0.06,1,0,PSV
Role-Playing,Compile Heart,12195,2014,0.07,1,Hyperdimension Neptunia Victory,0,0%,100%,0%,0%,0,0.07,1,0,PSV
Role-Playing,Compile Heart,11703,2014,0.08,1,Genkai Totsuki Moero Chronicle,0,0%,100%,0%,0%,0,0.08,1,0,PSV
Role-Playing,Sony Computer Entertainment,8856,2014,0.15,1,Oreshika: Tainted Bloodlines,0,0%,100%,0%,0%,0,0.15,1,0,PSV
Role-Playing,Namco Bandai Games,7916,2014,0.19,1,3rd Super Robot Wars Z Jigoku Hen,0,0%,100%,0%,0%,0,0.19,1,0,PSV
Role-Playing,Sega,7984,2014,0.19,1,Phantasy Star Nova,0,0%,100%,0%,0%,0,0.19,1,0,PSV
Role-Playing,Namco Bandai Games,5923,2014,0.3,1,Sword Art Online: Hollow Fragment,0,0%,100%,0%,0%,0,0.3,1,0,PSV
Role-Playing,Nippon Ichi Software,11266,2014,0.08,1,Natural Doctrine,0.03,25%,38%,38%,13%,0.02,0.03,1,0.01,PSV
Role-Playing,Idea Factory,9946,2014,0.12,1,Makai Shin Trillion,0.02,17%,50%,17%,8%,0.02,0.06,1,0.01,PSV
Role-Playing,Nippon Ichi Software,8852,2014,0.15,1,The Legend of Heroes: Trails of Cold Steel II,0.02,0%,87%,13%,7%,0,0.13,1,0.01,PSV
Role-Playing,Aksys Games,9958,2014,0.12,1,Tokyo Twilight Ghost Hunters,0.06,8%,17%,50%,17%,0.01,0.02,1,0.02,PSV
Role-Playing,Ubisoft,10408,2014,0.11,1,Child of Light,0,64%,18%,0%,18%,0.07,0.02,1,0.02,PSV
Role-Playing,Nippon Ichi Software,9639,2014,0.13,1,Operation Abyss: New Tokyo Legacy,0.04,8%,46%,31%,15%,0.01,0.06,1,0.02,PSV
Role-Playing,Nippon Ichi Software,8160,2014,0.18,1,Disgaea 4: A Promise Unforgotten,0.04,22%,44%,22%,11%,0.04,0.08,1,0.02,PSV
Role-Playing,Nippon Ichi Software,9011,2014,0.14,1,Lost Dimension,0.07,21%,14%,50%,21%,0.03,0.02,1,0.03,PSV
Role-Playing,Atlus,8076,2014,0.18,1,Dungeon Travelers 2: The Royal Library & The Monster Seal,0.07,17%,28%,39%,17%,0.03,0.05,1,0.03,PSV
Role-Playing,Idea Factory,7860,2014,0.19,1,Hyperdevotion Noire: Goddess Black Heart,0.08,11%,32%,42%,16%,0.02,0.06,1,0.03,PSV
Role-Playing,Sony Computer Entertainment,2669,2014,0.77,1,Freedom Wars,0.22,18%,42%,29%,13%,0.14,0.32,1,0.1,PSV
Role-Playing,Idea Factory,14862,2015,0.03,1,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,0,33%,33%,0%,0%,0.01,0.01,1,0,PSV
Role-Playing,5pb,14619,2015,0.03,1,New Tokyo Legacy: Operation Babel,0,0%,100%,0%,0%,0,0.03,1,0,PSV
Role-Playing,Compile Heart,14562,2015,0.03,1,"Hyperdimension Neptunia Vs, Sega Hard Girls: Yume no Gattai Special",0,0%,100%,0%,0%,0,0.03,1,0,PSV
Role-Playing,Kadokawa Games,14147,2015,0.03,1,The Legend of Heroes: Trails in the Sky SC Evolution,0,0%,100%,0%,0%,0,0.03,1,0,PSV
Role-Playing,Nippon Ichi Software,14173,2015,0.03,1,Criminal Girls 2,0,0%,100%,0%,0%,0,0.03,1,0,PSV
Role-Playing,Aksys Games,13486,2015,0.04,1,Exist Archive: The Other Side of the Sky,0,0%,100%,0%,0%,0,0.04,1,0,PSV
Role-Playing,"Experience Inc,",13866,2015,0.04,1,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,0,0%,100%,0%,0%,0,0.04,1,0,PSV
Role-Playing,Namco Bandai Games,14026,2015,0.04,1,Ray Gigant,0,0%,100%,0%,0%,0,0.04,1,0,PSV
Role-Playing,Tecmo Koei,13475,2015,0.04,1,Atelier Escha & Logy: Alchemists of the Dusk Sky,0,0%,100%,0%,0%,0,0.04,1,0,PSV
Role-Playing,D3Publisher,12962,2015,0.05,1,Omega Labyrinth,0,0%,100%,0%,0%,0,0.05,1,0,PSV
Role-Playing,Compile Heart,12562,2015,0.06,1,Genkai Tokki: Moero Crystal,0,0%,100%,0%,0%,0,0.06,1,0,PSV
Role-Playing,Tecmo Koei,12575,2015,0.06,1,Atelier Sophie: The Alchemist of the Mysterious Book,0,0%,100%,0%,0%,0,0.06,1,0,PSV
Role-Playing,Kadokawa Shoten,12022,2015,0.07,1,The Legend of Heroes: Trails in the Sky First Chapter,0,0%,100%,0%,0%,0,0.07,1,0,PSV
Role-Playing,Tecmo Koei,11766,2015,0.07,1,Yoru no Nai Kuni,0,0%,100%,0%,0%,0,0.07,1,0,PSV
Role-Playing,Nihon Falcom Corporation,8867,2015,0.15,1,Tokyo Xanadu,0,0%,100%,0%,0%,0,0.15,1,0,PSV
Role-Playing,Namco Bandai Games,8393,2015,0.17,1,Digimon Story: Cyber Sleuth,0,0%,100%,0%,0%,0,0.17,1,0,PSV
Role-Playing,Namco Bandai Games,4998,2015,0.38,1,God Eater 2: Rage Burst,0,3%,97%,0%,0%,0.01,0.37,1,0,PSV
Role-Playing,Nippon Ichi Software,13006,2015,0.05,1,Stranger of Sword City,0.02,40%,0%,40%,20%,0.02,0,1,0.01,PSV
Role-Playing,Nippon Ichi Software,11898,2015,0.07,1,Grand Kingdom,0.01,29%,57%,14%,14%,0.02,0.04,1,0.01,PSV
Role-Playing,Namco Bandai Games,4289,2015,0.46,1,Sword Art Online: Lost Song,0.08,22%,50%,17%,11%,0.1,0.23,1,0.05,PSV
Role-Playing,"Experience Inc,",16227,2016,0.01,1,New Interpretation Stranger of Sword City,0,0%,100%,0%,0%,0,0.01,1,0,PSV
Role-Playing,Compile Heart,15099,2016,0.02,1,Genkai Tokki: Seven Pirates,0,0%,100%,0%,0%,0,0.02,1,0,PSV
Role-Playing,Nihon Falcom Corporation,15372,2016,0.02,1,The Legend of Heroes: Trails in the Sky Third Chapter,0,0%,100%,0%,0%,0,0.02,1,0,PSV
Role-Playing,Nippon Ichi Software,14912,2016,0.02,1,"Yuusha Shisu,",0,0%,100%,0%,0%,0,0.02,1,0,PSV
Role-Playing,Tecmo Koei,14466,2016,0.03,1,Atelier Shallie Plus: Alchemists of the Dusk Sea,0,0%,100%,0%,0%,0,0.03,1,0,PSV
Role-Playing,FuRyu,13082,2016,0.05,1,Caligula,0,0%,100%,0%,0%,0,0.05,1,0,PSV
Role-Playing,Square Enix,13022,2016,0.05,1,Project Setsuna,0,0%,100%,0%,0%,0,0.05,1,0,PSV
Role-Playing,Nihon Falcom Corporation,11244,2016,0.09,1,Ys VIII: Lacrimosa of Dana,0,0%,100%,0%,0%,0,0.09,1,0,PSV
Role-Playing,Square Enix,5931,2016,0.3,1,Dragon Quest Builders: Revive Alefgard,0,0%,100%,0%,0%,0,0.3,1,0,PSV
Role-Playing,Nippon Ichi Software,8874,2016,0.15,1,Odin Sphere: Leifthrasir,0.02,20%,53%,13%,13%,0.03,0.08,1,0.02,PSV
Role-Playing,Sega,16244,2017,0.01,1,Phantasy Star Online 2 Episode 4: Deluxe Package,0,0%,100%,0%,0%,0,0.01,1,0,PSV
Role-Playing,Sega,10386,1995,0.11,1,Virtual Hydlide,0,0%,100%,0%,0%,0,0.11,1,0,SAT
Role-Playing,Sega,5974,1995,0.29,1,Guardian Heroes,0,0%,100%,0%,0%,0,0.29,1,0,SAT
Role-Playing,Sega,5856,1995,0.3,1,Blazing Heroes,0,0%,100%,0%,0%,0,0.3,1,0,SAT
Role-Playing,Atlus,5011,1995,0.38,1,Shin Megami Tensei: Devil Summoner,0,0%,100%,0%,0%,0,0.38,1,0,SAT
Role-Playing,Micro Cabin,10608,1996,0.1,1,Sword & Sorcery,0,0%,100%,0%,0%,0,0.1,1,0,SAT
Role-Playing,Kadokawa Shoten,7024,1996,0.23,1,Lunar: Silver Star Story,0,0%,100%,0%,0%,0,0.23,1,0,SAT
Role-Playing,NEC,6606,1996,0.26,1,Doukyuusei if,0,0%,100%,0%,0%,0,0.26,1,0,SAT
Role-Playing,Sega,10267,1997,0.11,1,Panzer Dragoon Saga,0,0%,100%,0%,0%,0,0.11,1,0,SAT
Role-Playing,NEC Interchannel,9620,1997,0.13,1,Doukyuusei 2,0,0%,100%,0%,0%,0,0.13,1,0,SAT
Role-Playing,Kadokawa Shoten,7331,1997,0.21,1,Lunar: Silver Star Story Complete,0,0%,100%,0%,0%,0,0.21,1,0,SAT
Role-Playing,Hudson Soft,6587,1997,0.26,1,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,0,0%,100%,0%,0%,0,0.26,1,0,SAT
Role-Playing,Atlus,5780,1997,0.31,1,Shin Megami Tensei: Devil Summoner - Soul Hackers,0,0%,100%,0%,0%,0,0.31,1,0,SAT
Role-Playing,ESP,4602,1997,0.42,1,Grandia,0,0%,100%,0%,0%,0,0.42,1,0,SAT
Role-Playing,Sega,4569,1997,0.42,1,Neon Genesis Evangelion 2nd Impression,0,0%,100%,0%,0%,0,0.42,1,0,SAT
Role-Playing,Compile,14323,1998,0.03,1,Madou Monogatari,0,0%,100%,0%,0%,0,0.03,1,0,SAT
Role-Playing,Kadokawa Shoten,11651,1998,0.08,1,Slayers Royal 2,0,0%,100%,0%,0%,0,0.08,1,0,SAT
Role-Playing,Kadokawa Shoten,9964,1998,0.12,1,Lunar 2: Eternal Blue,0,0%,100%,0%,0%,0,0.12,1,0,SAT
Role-Playing,Sega,12572,1994,0.06,1,Record of Lodoss War: Eiyuu Sensou,0,0%,100%,0%,0%,0,0.06,1,0,SCD
Role-Playing,Kemco,13020,1991,0.05,1,Lagoon,0,0%,100%,0%,0%,0,0.05,1,0,SNES
Role-Playing,Angel Studios,6055,1991,0.29,1,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,0,0%,100%,0%,0%,0,0.29,1,0,SNES
Role-Playing,Epoch,12064,1992,0.07,1,Dragon Slayer: The Legend of Heroes,0,0%,100%,0%,0%,0,0.07,1,0,SNES
Role-Playing,Namco Bandai Games,3483,1992,0.58,1,Dragon Ball Z: Chou Saiya Densetsu,0,0%,100%,0%,0%,0,0.58,1,0,SNES
Role-Playing,SquareSoft,2144,1992,0.97,1,Romancing SaGa,0,0%,100%,0%,0%,0,0.97,1,0,SNES
Role-Playing,Epoch,12929,1993,0.05,1,Doraemon 2: Nobita no Toizurando Daibouken,0,0%,100%,0%,0%,0,0.05,1,0,SNES
Role-Playing,TOHO,10333,1993,0.11,1,Ranma 1/2: Akanekodan Teki Hihou,0,0%,100%,0%,0%,0,0.11,1,0,SNES
Role-Playing,Nintendo,9463,1993,0.13,1,Illusion of Gaia,0,0%,100%,0%,0%,0,0.13,1,0,SNES
Role-Playing,Hudson Soft,5668,1993,0.32,1,Shin Momotarou Densetsu,0,0%,100%,0%,0%,0,0.32,1,0,SNES
Role-Playing,ChunSoft,2653,1993,0.78,1,Torneko no Daibouken: Fushigi no Dungeon,0,0%,100%,0%,0%,0,0.78,1,0,SNES
Role-Playing,Enix Corporation,1779,1993,1.15,1,Dragon Quest I & II,0,0%,100%,0%,0%,0,1.15,1,0,SNES
Role-Playing,SquareSoft,1731,1993,1.17,1,Romancing SaGa 2,0,0%,100%,0%,0%,0,1.17,1,0,SNES
Role-Playing,Banpresto,14233,1994,0.03,1,Gaia Saver Hero Saidai no Sakusen,0,0%,100%,0%,0%,0,0.03,1,0,SNES
Role-Playing,Culture Brain,14221,1994,0.03,1,First Queen: Ornic Senki,0,0%,100%,0%,0%,0,0.03,1,0,SNES
Role-Playing,Atlus,11672,1994,0.08,1,Majin Tensei,0,0%,100%,0%,0%,0,0.08,1,0,SNES
Role-Playing,Banpresto,9846,1994,0.12,1,Slayers,0,0%,100%,0%,0%,0,0.12,1,0,SNES
Role-Playing,Hudson Soft,5883,1994,0.3,1,Daikaijyuu Monogatari,0,0%,100%,0%,0%,0,0.3,1,0,SNES
Role-Playing,SquareSoft,5674,1994,0.32,1,Live A Live,0,0%,100%,0%,0%,0,0.32,1,0,SNES
Role-Playing,Laguna,5219,1994,0.36,1,Breath of Fire II,0,0%,100%,0%,0%,0,0.36,1,0,SNES
Role-Playing,Atlus,5149,1994,0.37,1,Shin Megami Tensei II,0,0%,100%,0%,0%,0,0.37,1,0,SNES
Role-Playing,Nintendo,2940,1994,0.7,1,Fire Emblem: Monsh? no Nazo,0,0%,100%,0%,0%,0,0.7,1,0,SNES
Role-Playing,Nintendo,2552,1994,0.81,1,EarthBound,0,0%,100%,0%,0%,0,0.81,1,0,SNES
Role-Playing,Data East,13724,1995,0.04,1,Metal Max Returns,0,0%,100%,0%,0%,0,0.04,1,0,SNES
Role-Playing,Nintendo,10864,1995,0.09,1,Terranigma,0,0%,100%,0%,0%,0,0.09,1,0,SNES
Role-Playing,ASCII Entertainment,10422,1995,0.1,1,Wizardry VI: Bane of the Cosmic Forge,0,0%,100%,0%,0%,0,0.1,1,0,SNES
Role-Playing,Namco Bandai Games,10410,1995,0.11,1,Dragon Ball Z Super Gokuden: Kakusei-Hen,0,0%,100%,0%,0%,0,0.11,1,0,SNES
Role-Playing,Enix Corporation,9548,1995,0.13,1,Mystic Ark,0,0%,100%,0%,0%,0,0.13,1,0,SNES
Role-Playing,Hudson Soft,5922,1995,0.3,1,Far East of Eden Zero,0,0%,100%,0%,0%,0,0.3,1,0,SNES
Role-Playing,ChunSoft,4857,1995,0.4,1,Mystery Dungeon: Shiren the Wanderer,0,0%,100%,0%,0%,0,0.4,1,0,SNES
Role-Playing,Namco Bandai Games,4876,1995,0.4,1,Tales of Phantasia,0,0%,100%,0%,0%,0,0.4,1,0,SNES
Role-Playing,Quest,2889,1995,0.71,1,Tactics Ogre: Let Us Cling Together,0,0%,100%,0%,0%,0,0.71,1,0,SNES
Role-Playing,SquareSoft,2355,1995,0.89,1,Seiken Densetsu 3,0,0%,100%,0%,0%,0,0.89,1,0,SNES
Role-Playing,SquareSoft,1523,1995,1.3,1,Romancing SaGa 3,0,0%,99%,0%,1%,0,1.29,1,0.01,SNES
Role-Playing,Enix Corporation,13675,1996,0.04,1,Dark Half,0,0%,100%,0%,0%,0,0.04,1,0,SNES
Role-Playing,Hudson Soft,9758,1996,0.12,1,Daikaijyuu Monogatari II,0,0%,100%,0%,0%,0,0.12,1,0,SNES
Role-Playing,SquareSoft,8812,1996,0.15,1,Rudra no Hihou,0,0%,100%,0%,0%,0,0.15,1,0,SNES
Role-Playing,SquareSoft,7646,1996,0.2,1,Treasure Hunter G,0,0%,100%,0%,0%,0,0.2,1,0,SNES
Role-Playing,Enix Corporation,7086,1996,0.23,1,Star Ocean,0,0%,100%,0%,0%,0,0.23,1,0,SNES
Role-Playing,SquareSoft,6899,1996,0.24,1,Front Mission: Gun Hazard,0,0%,100%,0%,0%,0,0.24,1,0,SNES
Role-Playing,ASCII Entertainment,5818,1996,0.31,1,RPG Tsukuru 2,0,0%,100%,0%,0%,0,0.31,1,0,SNES
Role-Playing,SquareSoft,3277,1996,0.62,1,Bahamut Lagoon,0,0%,100%,0%,0%,0,0.62,1,0,SNES
Role-Playing,Enix Corporation,1430,1996,1.36,1,"Dragon Quest III: Soshite Densetsu e,,,",0,0%,100%,0%,0%,0,1.36,1,0,SNES
Role-Playing,Namco Bandai Games,8052,1999,0.18,1,Chocobo no Fushigi Dungeon for WonderSwan,0,0%,100%,0%,0%,0,0.18,1,0,WS
Role-Playing,Namco Bandai Games,6135,1999,0.28,1,Digimon Adventure: Anode Tamer,0,0%,100%,0%,0%,0,0.28,1,0,WS
Role-Playing,SquareSoft,3933,2000,0.51,1,Final Fantasy,0,0%,100%,0%,0%,0,0.51,1,0,WS
Role-Playing,SquareSoft,6671,2001,0.25,1,Final Fantasy II,0,0%,100%,0%,0%,0,0.25,1,0,WS
Role-Playing,Activision,4752,2006,0.41,1,Marvel: Ultimate Alliance,0.37,2%,0%,90%,7%,0.01,0,1,0.03,Wii
Role-Playing,Nintendo,1141,2006,1.61,1,Pokemon Battle Revolution,0.8,24%,19%,50%,8%,0.38,0.3,1,0.13,Wii
Role-Playing,Sega,12363,2007,0.06,1,Alien Syndrome,0.06,0%,0%,100%,0%,0,0,1,0,Wii
Role-Playing,Nintendo,14379,2007,0.03,1,Eyeshield 21: Field Saikyou no Senshi Tachi,0,0%,100%,0%,0%,0,0.03,1,0,Wii
Role-Playing,Tecmo Koei,10625,2007,0.1,1,Opoona,0.08,0%,10%,80%,10%,0,0.01,1,0.01,Wii
Role-Playing,Square Enix,7330,2007,0.21,1,Final Fantasy Fables: Chocobo's Dungeon,0.09,0%,52%,43%,5%,0,0.11,1,0.01,Wii
Role-Playing,Square Enix,2861,2007,0.71,1,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,0.18,1%,70%,25%,3%,0.01,0.5,1,0.02,Wii
Role-Playing,Rising Star Games,11717,2008,0.08,1,Baroque,0.07,0%,0%,88%,0%,0,0,1,0,Wii
Role-Playing,Sting,9345,2008,0.13,1,Dokapon Kingdom,0.12,0%,0%,92%,8%,0,0,1,0.01,Wii
Role-Playing,Sega,7700,2008,0.2,1,Shiren the Wanderer,0.08,0%,55%,40%,5%,0,0.11,1,0.01,Wii
Role-Playing,Eidos Interactive,5666,2008,0.32,1,Monster Lab,0.28,6%,0%,88%,6%,0.02,0,1,0.02,Wii
Role-Playing,Namco Bandai Games,3754,2008,0.54,1,Tales of Symphonia: Dawn of the New World,0.22,9%,44%,41%,6%,0.05,0.24,1,0.03,Wii
Role-Playing,Rising Star Games,4903,2008,0.39,1,Rune Factory: Frontier,0.18,36%,10%,46%,10%,0.14,0.04,1,0.04,Wii
Role-Playing,Namco Bandai Games,7230,2009,0.22,1,Tales of Graces,0,0%,100%,0%,0%,0,0.22,1,0,Wii
Role-Playing,Capcom,6748,2009,0.25,1,Monster Hunter G,0,0%,100%,0%,0%,0,0.25,1,0,Wii
Role-Playing,Nippon Ichi Software,9383,2009,0.13,1,Phantom Brave: We Meet Again,0.12,0%,8%,92%,8%,0,0.01,1,0.01,Wii
Role-Playing,Rising Star Games,9184,2009,0.14,1,Valhalla Knights: Eldar Saga,0.1,7%,7%,71%,7%,0.01,0.01,1,0.01,Wii
Role-Playing,Marvelous Interactive,7754,2009,0.19,1,Arc Rise Fantasia,0.13,0%,32%,68%,5%,0,0.06,1,0.01,Wii
Role-Playing,Disney Interactive Studios,7558,2009,0.2,1,Spectrobes: Origins,0.16,10%,0%,80%,10%,0.02,0,1,0.02,Wii
Role-Playing,Square Enix,6497,2009,0.26,1,Final Fantasy Crystal Chronicles: Echoes of Time,0.13,23%,19%,50%,8%,0.06,0.05,1,0.02,Wii
Role-Playing,Activision,5466,2009,0.33,1,Marvel: Ultimate Alliance 2,0.26,15%,0%,79%,9%,0.05,0,1,0.03,Wii
Role-Playing,Rising Star Games,4993,2009,0.38,1,Fragile Dreams: Farewell Ruins of the Moon,0.17,32%,16%,45%,8%,0.12,0.06,1,0.03,Wii
Role-Playing,Rising Star Games,3285,2009,0.61,1,Muramasa: The Demon Blade,0.33,21%,18%,54%,7%,0.13,0.11,1,0.04,Wii
Role-Playing,Ackkstudios,10061,2010,0.11,1,"Sakura Wars: So Long, My Love",0.06,36%,0%,55%,9%,0.04,0,1,0.01,Wii
Role-Playing,Nintendo,2109,2010,0.98,1,Xenoblade Chronicles,0.49,27%,16%,50%,8%,0.26,0.16,1,0.08,Wii
Role-Playing,Kadokawa Shoten,15562,2011,0.02,1,Earth Seeker,0,0%,100%,0%,0%,0,0.02,1,0,Wii
Role-Playing,Level 5,7847,2011,0.19,1,Inazuma Eleven Strikers 2012 Xtreme,0,0%,100%,0%,0%,0,0.19,1,0,Wii
Role-Playing,Nintendo,6491,2011,0.26,1,Inazuma Eleven Strikers,0,4%,96%,0%,0%,0.01,0.25,1,0,Wii
Role-Playing,Square Enix,4172,2011,0.47,1,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,0,0%,100%,0%,0%,0,0.47,1,0,Wii
Role-Playing,Marvelous Interactive,7476,2011,0.21,1,Rune Factory: Tides of Destiny,0.14,0%,29%,67%,5%,0,0.06,1,0.01,Wii
Role-Playing,Nintendo,5448,2011,0.33,1,Pandora's Tower,0.13,30%,24%,39%,9%,0.1,0.08,1,0.03,Wii
Role-Playing,Nintendo,2978,2011,0.68,1,The Last Story,0.32,19%,26%,47%,6%,0.13,0.18,1,0.04,Wii
Role-Playing,Level 5,10545,2012,0.1,1,Inazuma Eleven GO Strikers 2013,0,0%,100%,0%,0%,0,0.1,1,0,Wii
Role-Playing,Square Enix,2156,2012,0.96,1,Dragon Quest X,0,0%,100%,0%,0%,0,0.96,1,0,Wii
Role-Playing,Electronic Arts,6229,2012,0.28,1,Mass Effect 3,0.14,39%,0%,50%,7%,0.11,0,1,0.02,WiiU
Role-Playing,Nintendo,2852,2012,0.72,1,Monster Hunter Tri,0.26,26%,31%,36%,6%,0.19,0.22,1,0.04,WiiU
Role-Playing,Square Enix,4794,2013,0.4,1,Dragon Quest X,0,0%,100%,0%,0%,0,0.4,1,0,WiiU
Role-Playing,Square Enix,16329,2015,0.01,1,Dragon Quest X: All in One Package,0,0%,100%,0%,0%,0,0.01,1,0,WiiU
Role-Playing,Nintendo,7270,2015,0.22,1,Shin Megami Tensei x Fire Emblem,0.1,18%,27%,45%,5%,0.04,0.06,1,0.01,WiiU
Role-Playing,Nintendo,2461,2015,0.84,1,Xenoblade Chronicles X,0.36,33%,17%,43%,7%,0.28,0.14,1,0.06,WiiU
Role-Playing,Square Enix,15850,2006,0.02,1,Final Fantasy XI: All-In-One Pack 2006,0,0%,100%,0%,0%,0,0.02,1,0,X360
Role-Playing,Ubisoft,15100,2006,0.02,1,Enchanted Arms (JP sales),0,0%,100%,0%,0%,0,0.02,1,0,X360
Role-Playing,Idea Factory,11175,2006,0.09,1,Spectral Force 3,0.08,0%,0%,89%,11%,0,0,1,0.01,X360
Role-Playing,Square Enix,7790,2006,0.19,1,Final Fantasy XI,0.17,5%,0%,89%,5%,0.01,0,1,0.01,X360
Role-Playing,Sega,9830,2006,0.12,1,Phantasy Star Universe,0.09,17%,0%,75%,8%,0.02,0,1,0.01,X360
Role-Playing,Namco Bandai Games,8595,2006,0.16,1,Culdcept SAGA,0.12,0%,19%,75%,6%,0,0.03,1,0.01,X360
Role-Playing,Ubisoft,7766,2006,0.19,1,Enchanted Arms,0.16,11%,0%,84%,11%,0.02,0,1,0.02,X360
Role-Playing,Microsoft Game Studios,2248,2006,0.92,1,Blue Dragon,0.3,36%,23%,33%,9%,0.33,0.21,1,0.08,X360
Role-Playing,Success,11937,2007,0.07,1,Operation Darkness,0.07,0%,0%,100%,0%,0,0,1,0,X360
Role-Playing,Square Enix,8831,2007,0.15,1,Final Fantasy XI: Vana'diel Collection 2008,0.13,0%,7%,87%,7%,0,0.01,1,0.01,X360
Role-Playing,Square Enix,5943,2007,0.3,1,Final Fantasy XI: Wings of the Goddess,0.25,0%,7%,83%,7%,0,0.02,1,0.02,X360
Role-Playing,Atari,5550,2007,0.33,1,Eternal Sonata,0.19,12%,24%,58%,6%,0.04,0.08,1,0.02,X360
Role-Playing,Microsoft Game Studios,4179,2007,0.47,1,Shadowrun,0.41,4%,0%,87%,9%,0.02,0,1,0.04,X360
Role-Playing,Microsoft Game Studios,5099,2007,0.37,1,Kingdom Under Fire: Circle of Doom,0.18,32%,11%,49%,11%,0.12,0.04,1,0.04,X360
Role-Playing,SouthPeak Games,2897,2007,0.71,1,Two Worlds,0.41,32%,0%,58%,10%,0.23,0,1,0.07,X360
Role-Playing,Microsoft Game Studios,2272,2007,0.92,1,Lost Odyssey,0.45,29%,12%,49%,10%,0.27,0.11,1,0.09,X360
Role-Playing,Codemasters,8317,2008,0.17,1,The Rise of the Argonauts,0.03,71%,0%,18%,6%,0.12,0,1,0.01,X360
Role-Playing,Compile Heart,7676,2008,0.2,1,Record of Agarest War,0.18,0%,5%,90%,5%,0,0.01,1,0.01,X360
Role-Playing,Ubisoft,7530,2008,0.2,1,Dark Messiah of Might and Magic Elements,0.16,10%,5%,80%,10%,0.02,0.01,1,0.02,X360
